"episode"	"instance"	"seed"	"A_DN_HistogramMode_5"	"A_DN_HistogramMode_10"	"A_CO_f1ecac"	"A_CO_FirstMin_ac"	"A_CO_HistogramAMI_even_2_5"	"A_CO_trev_1_num"	"A_MD_hrv_classic_pnn40"	"A_SB_BinaryStats_mean_longstretch1"	"A_SB_TransitionMatrix_3ac_sumdiagcov"	"A_PD_PeriodicityWang_th0_01"	"A_CO_Embed2_Dist_tau_d_expfit_meandiff"	"A_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"A_FC_LocalSimple_mean1_tauresrat"	"A_DN_OutlierInclude_p_001_mdrmd"	"A_DN_OutlierInclude_n_001_mdrmd"	"A_SP_Summaries_welch_rect_area_5_1"	"A_SB_BinaryStats_diff_longstretch0"	"A_SB_MotifThree_quantile_hh"	"A_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"A_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"A_SP_Summaries_welch_rect_centroid"	"A_FC_LocalSimple_mean3_stderr"	"A_DN_Mean"	"A_DN_Spread_Std"	"R_DN_HistogramMode_5"	"R_DN_HistogramMode_10"	"R_CO_f1ecac"	"R_CO_FirstMin_ac"	"R_CO_HistogramAMI_even_2_5"	"R_CO_trev_1_num"	"R_MD_hrv_classic_pnn40"	"R_SB_BinaryStats_mean_longstretch1"	"R_SB_TransitionMatrix_3ac_sumdiagcov"	"R_PD_PeriodicityWang_th0_01"	"R_CO_Embed2_Dist_tau_d_expfit_meandiff"	"R_IN_AutoMutualInfoStats_40_gaussian_fmmi"	"R_FC_LocalSimple_mean1_tauresrat"	"R_DN_OutlierInclude_p_001_mdrmd"	"R_DN_OutlierInclude_n_001_mdrmd"	"R_SP_Summaries_welch_rect_area_5_1"	"R_SB_BinaryStats_diff_longstretch0"	"R_SB_MotifThree_quantile_hh"	"R_SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1"	"R_SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1"	"R_SP_Summaries_welch_rect_centroid"	"R_FC_LocalSimple_mean3_stderr"	"R_DN_Mean"	"R_DN_Spread_Std"
"3321"	345	26	8	-0.0271692871938373	-0.324875701288262	1	1	0.00584832551074234	-1.11381537587872	0.586158615861586	11	0.0428652692918724	5	0.0949608851141943	1	1	-0.3855	0.1659	0.193250698866265	5	1.70988123190074	0.84	0.7	1.72074294881083	1.1301761510823	-1.21281984455379e-14	0.999999999999992	-8.94456849793379	-4.3536994761508	1	8976	0	61.8529700058557	0.0012001200120012	8975	0.157407407407407	834	0.00166475772712412	7	0.00489895897121862	0.7998	-0.9875	0.374011942205064	1	0.501706063360495	0.12	0.86	1.12364092712631	0.29122513571899	-2.08902001253009e-13	1.00000000000008
"3322"	385	26	8	0.0298394104504065	-0.295354313423773	1	1	0.00415700697904623	-1.07630953243348	0.581458145814581	9	0.0434505363394292	11	0.0834386434311127	1	1	-0.3385	0.1791	0.195062754438771	6	1.7088050783206	0.82	0.72	1.69006333305312	1.13415578274262	2.99111846402411e-15	0.999999999999969	-7.47256669250439	-3.61808298224319	14	8256	0	23.9206727293627	0.0013001300130013	8255	0.226666666666667	1708	0.00143927200199514	24	0.0051605504587156	0.1745	-0.9645	0.592966990845537	1	0.481398655093655	0.34	0.22	0.221276728652518	0.244411808103086	-9.8531677261704e-14	1.00000000000022
"3323"	26	27	8	-0.237558079073362	-0.50463041095696	1	1	0.00481724088093228	-1.14637829264212	0.740974097409741	9	0.020492664994739	5	0.106530158348214	1	1	-0.26355	0.1771	0.141418546661625	5	1.97044661344645	0.82	0.82	1.87644199878123	1.15803283628423	-1.12525766482463e-14	1.00000000000007	-2.25535814478776	-0.597101515346694	1480	6185	0.00190375938082427	0.504662495469358	0.0007000700070007	3814	0.166666666666667	3329	0.00501255846603804	40	0.001743679163034	0.6186	-0.835	0.923499744039183	1	0.665736857562073	0.62	0.28	0.000766990393942871	0.229309053644583	6.16474382653109e-13	1.00000000000003
"3324"	66	27	8	-0.238685989150593	-0.50531939510818	1	1	0.00449631303149236	-1.20020524285462	0.739373937393739	10	0.0210544506795914	5	0.109032879343297	1	1	-0.2838	0.18755	0.148432088913284	4	1.95769168566124	0.78	0.74	1.88641287390249	1.14333782694962	-1.66102465115614e-14	0.999999999999966	-1.79249081028668	-0.619404696960922	1324	7145	0.00638252076720376	0.163744206439761	0.0011001100110011	7144	0.111111111111111	2348	0.00931364303255757	40	0.00296956198960653	0.2856	-0.9327	0.968724242725103	1	0	0.34	0.26	0.000766990393942871	0.0918165882076311	2.20539497775007e-13	0.999999999999919
"3325"	106	27	8	-0.24574640833678	-0.512302843875055	1	1	0.00632180337844334	-1.23038810795694	0.743874387438744	10	0.0205962357078459	6	0.103970191494258	1	1	-0.2543	0.16815	0.141980751787182	4	1.96599507932611	0.84	0.62	1.87184005641758	1.15225823728359	-1.41365363859336e-14	1.00000000000001	-3.58743168949584	-1.70379342042216	12	9143	0.0093072331855135	0.113181295802517	0.0011001100110011	9142	0.12962962962963	664	0.0429529222421299	17	0.00722456351595424	0.1709	-0.9807	0.898865311135542	1	0	0.28	0.18	0.0747815634094299	0.23210800920648	5.44130135393672e-13	0.999999999999555
"3326"	146	27	8	-0.230581676084155	-0.50579438342835	1	1	0.00437991030664585	-1.20853234633935	0.748774877487749	12	0.02039102466769	6	0.102820960972798	1	1	-0.2454	0.1671	0.139045034168021	5	1.96637271637096	0.88	0.78	1.89484976823586	1.15632975596502	1.05273678663309e-14	1.00000000000004	-6.63481332920783	-3.10163643181055	12	7375	0.00245664586243603	8.96937839453229	0.0016001600160016	6822	0.0740740740740741	3162	0.000520615366883504	40	0.00189035916824197	0.7376	-0.9382	0.701665028970943	1	0.936252620539455	0.76	0.62	0.169888372258346	0.292399074292743	1.51479728760506e-13	1.00000000000016
"3327"	186	27	8	-0.22129752954103	-0.500439223567693	1	1	0.00482919332388211	-1.17608180652397	0.754275427542754	9	0.0203153595354202	5	0.100094888564685	1	1	-0.2732	0.166	0.136394270372977	6	1.96858562294664	0.84	0.76	1.90673811934198	1.15235538037286	8.94277984997416e-15	0.999999999999951	-3.89845679626665	-1.83414732757061	27	8011	0.00699330565060251	0.738098799589339	0.0013001300130013	8010	0.106666666666667	1761	0.00586105570252248	10	0.00453400503778338	0.199	-0.9772	0.881356470346617	1	0	0.12	0.34	0.0667281642730298	0.271136219796645	-1.54039170308096e-14	1.00000000000012
"3328"	226	27	8	-0.215280785625258	-0.494029152319009	1	1	0.0054599510238009	-1.16353010133571	0.747374737473747	11	0.0208667431399606	10	0.103830504039581	1	1	-0.2708	0.17645	0.143677180986336	5	1.96195237221288	0.82	0.76	1.89024782587221	1.15271442759212	1.0622724921916e-14	0.999999999999927	-4.45789670348039	-1.96770037290333	149	5464	0.00466987393142441	0.815987925734934	0.0015001500150015	5453	0.166666666666667	0	0.00814679695984548	40	0.00209259743656814	0.5465	-0.9631	0.860488789207098	1	0.689969735814589	0.12	0.14	0.0153398078788574	0.196196833398427	6.06521499690871e-15	1.00000000000037
"3329"	266	27	8	-0.22238792251331	-0.499256491873346	1	1	0.00502296560228281	-1.1861432528179	0.748174817481748	9	0.0206062277061456	6	0.100223091841006	1	1	-0.2462	0.1597	0.137908294417547	5	1.9648838972741	0.86	0.76	1.91057307131169	1.14933924745945	-7.29554194833781e-15	1.00000000000005	-3.50236011767323	-1.47415252551831	109	5578	0.00673583058151857	1.70052129187702	0.0012001200120012	4421	0.166666666666667	0	0.000494469077314062	11	0.000245398773006135	0.5579	-0.8997	0.85795021081255	1	0.687400322838399	0.18	0.12	0.0153398078788574	0.214484517141147	1.1784340170351e-13	1.00000000000015
"3330"	306	27	8	-0.199727887408007	-0.49118909262481	1	1	0.00498838450415793	-1.2234169004232	0.751375137513751	10	0.0194610886897937	6	0.0964868709680776	1	1	-0.27925	0.1824	0.145530153514379	5	1.97901813320608	0.82	0.76	1.89254879705403	1.14647876139241	-1.05653485960033e-14	1.00000000000009	-2.36952463045064	-1.14739224740612	13	9876	0.0350688340588909	0.713502655531971	0.0004000400040004	9875	0.333333333333333	0	0.00061595041306611	12	0.00806451612903226	0.0125	-0.9985	0.948421107772573	1	0	0.62	0.54	0.0590582603336011	0.243191531324634	3.86943754815405e-13	0.999999999999932
"3331"	346	27	8	-0.129587567161888	-0.452165610132069	1	1	0.00465115872331279	-1.22334978343357	0.746174617461746	12	0.020449896441456	5	0.0869185691697449	1	1	-0.2879	0.1699	0.14466202653009	5	1.9660208691223	0.76	0.76	1.90021870099346	1.14458520964278	-1.09253162072775e-14	1.00000000000003	-5.34334252245425	-2.59725516179614	4	9513	0.000830220827707634	4.47017240387103	0.001000100010001	9512	0.111111111111111	0	0.000402349842936894	40	0.00242718446601942	0.0492999999999999	-0.9954	0.723912799551353	1	0.684819463277359	0.74	0.62	0.233548574955604	0.502219770837645	2.77447620433691e-14	0.999999999999911
"3332"	386	27	8	-0.280260343939646	-0.535577134688858	1	1	0.00580359532923503	-1.21876742113671	0.75987598759876	13	0.0201972392458768	8	0.109132497283503	1	1	-0.2541	0.15975	0.139735152719094	6	1.97269840035885	0.8	0.76	1.89484976823586	1.15310671253914	-1.42381217926868e-14	0.999999999999979	-3.12803549496759	-1.27792357004807	223	7527	0.00532917316447189	0.251131083583298	0.002000200020002	7526	0.0625	2325	0.0164226526523931	40	0.00283515593357635	0.7327	-0.9676	0.917173545883803	1	0.581571792073467	0.12	0.46	0.0107378655152002	0.200595895770744	-4.75928207954723e-13	0.999999999999973
"3333"	27	28	8	0.395617478524697	0.0104989878461417	1	4	0.00442434249199974	-1.13396699682174	0.286928692869287	9	0.04	4	0.0905214828664259	3	0.000526038926880589	-0.505	0.1036	0.264982352307502	5	0.918529799841245	0.82	0.7	1.37636426193048	1.1155932148808	1.70476188721125e-14	0.999999999999846	-6.56608793910203	-3.26382908389737	2	9705	0.00190375938082427	10.9827332465027	0.0008000800080008	9704	0.108843537414966	0	0.0011845586609019	4	0.00294334069168506	0.0297000000000001	-0.9976	0.580725210677961	1	0.692917180010744	0.44	0.32	0.487805890547666	0.438144615939682	1.57746468665287e-14	0.999999999999819
"3334"	67	28	8	0.583014005696486	0.111482415407843	1	3	0.00363901111747084	-1.21236269672108	0.269126912691269	10	0.333333333333333	3	0.0745500432346669	2	0.000554016620498615	-0.4836	0.1048	0.269540605530398	5	0.883283392310017	0.82	0.74	1.3855681466578	1.11374688877409	-8.4652063137014e-15	0.999999999999977	-3.93335762890279	-1.93902383185897	7	9905	0.00897066003737924	0.409077686190638	0.0011001100110011	9904	0.259733333333333	0	0.00990971843634316	3	0.0351758793969849	0.00960000000000005	-0.9993	0.88757374170642	1	0.322807139060715	0.3	0.18	0.15224759319766	0.281649742305579	3.71010874800071e-14	1.00000000000029
"3335"	107	28	8	0.453570199066196	0.050943729878036	1	4	0.00457235073894798	-1.16502399397677	0.261726172617262	7	0.333333333333333	4	0.0796843785586146	3	0.0006426735218509	-0.5001	0.10255	0.25938381398628	4	0.86969799416751	0.78	0.7	1.40205844012757	1.11707383423002	-1.71159975081991e-14	1.00000000000013	-4.13292471338029	-1.92149813092352	75	7836	0.0422787136044549	1.18328989581548	0.0011001100110011	7835	0.111111111111111	1966	0.00247079110769944	40	0.0013986013986014	0.2165	-0.9921	0.858146921162411	1	0.688804121782774	0.46	0.62	0.0138058270909717	0.20587387997875	1.04335740047645e-13	0.999999999999991
"3336"	147	28	8	0.592041037445845	0.121184551449641	1	2	0.00231553421640869	-1.12188160110126	0.25962596259626	11	0.0666666666666667	6	0.0770257350923247	1	0.000588928150765607	-0.5672	0.0956999999999999	0.264511823721381	4	0.865093522364465	0.86	0.72	1.40857785847608	1.11367389240438	-3.62432306388882e-16	1.00000000000007	-5.41575735394554	-2.66664043817869	5	8695	0.00333917195356735	0.916241602523708	0.0012001200120012	8694	0.04	0	0.00844308750891824	8	0.00111296605453534	0.1306	-0.9967	0.831779036314818	1	0.608275237580353	0.12	0.46	0.202485464000918	0.31644439259351	-2.28823543446666e-14	0.999999999999869
"3337"	187	28	8	0.4509478044518	0.0497792122821527	1	2	0.00395503974134767	-1.12694824221169	0.262926292629263	11	0.12962962962963	3	0.0829095721773668	1	0.000647668393782383	-0.5467	0.09715	0.261911803532165	5	0.871895090079776	0.8	0.82	1.40474290650637	1.11676679586867	2.09880113288818e-14	1.00000000000027	-4.67493785445518	-2.23570705862901	3	8220	0.000830220827707634	9.14456907787851	0.0006000600060006	8219	0.0833333333333333	0	0.00155398398643046	40	0.000485436893203883	0.2186	-0.9445	0.704283230807682	1	0	0.74	0.34	0.254640810789033	0.563128499131837	-6.72201350138124e-14	1.00000000000031
"3338"	227	28	8	0.568068703101437	0.105068517246486	1	2	0.0019312114868701	-1.21718155941567	0.265726572657266	9	0.106666666666667	2	0.0789710256026937	1	0.000515463917525773	-0.5129	0.10465	0.265698857354415	4	0.875960494144566	0.82	0.72	1.36255843483951	1.11071179701052	1.3774881235662e-14	1.00000000000015	-4.27558950715336	-2.06796956854157	7	8964	0.00536700072395852	1.77298362733467	0.001000100010001	8963	0.166666666666667	0	0.00065821635304722	9	0.000452386337932594	0.5125	-0.963	0.866667272795065	1	0.693791336227647	0.14	0.12	0.165286429894689	0.343466096526215	2.19307627613574e-14	1.00000000000024
"3339"	267	28	8	0.468563936153183	0.0574131702583134	1	4	0.00444149775095242	-1.10660207036959	0.264926492649265	8	0.0833333333333333	4	0.0809278553494031	3	0.000428816466552316	-0.5442	0.0981500000000001	0.260665957452338	4	0.877615031258115	0.8	0.8	1.40781086808214	1.11326841958002	8.66388072395807e-15	1.00000000000004	-7.49450460289139	-3.67211528022305	3	5200	0.00102121327668587	6.53935902905219	0.0013001300130013	5199	0.166666666666667	0	0.000226607966605164	2	0.000681353622530093	0.4801	-0.9572	0.599048713614962	1	0.693298526382324	0.36	0.88	0.417626269501893	0.456958513081643	5.28713739456066e-14	1.00000000000023
"3340"	307	28	8	0.476426066172516	0.0584488116353318	1	2	0.00374410732991615	-1.19526836372424	0.272327232723272	10	0.106666666666667	2	0.080187024735372	1	0.000571102227298686	-0.511	0.0967	0.258956815353743	4	0.888945625013527	0.78	0.78	1.39822348815785	1.1163292064076	1.49070200627932e-14	0.999999999999932	-3.38619843937142	-1.65924105546542	21	9751	0.0234106804113529	0.665437762751149	0.0007000700070007	9750	0.333333333333333	0	0.00245355243027987	22	0.00398406374501992	0.0251999999999999	-0.9993	0.924702541250302	1	0	0.46	0.42	0.0609757363184583	0.255322648631893	2.76412670530135e-14	1.00000000000005
"3341"	347	28	8	0.434238094550078	0.0403896411428195	1	2	0.00511373038694574	-1.22761846886398	0.266126612661266	9	0.194444444444444	2	0.0906422680244933	1	0.000639795265515035	-0.5414	0.09735	0.265714940442232	4	0.876313001073112	0.76	0.72	1.39860698335483	1.11117064486882	1.02706176896561e-14	1.00000000000003	-3.32237951523397	-1.58805570933815	65	9405	0.0166183965203403	1.57629999355662	0.0006000600060006	9404	0.333333333333333	387	0.000464041916726231	40	0.00168067226890756	0.0596000000000001	-0.9969	0.885583274377856	1	0	0.88	0.78	0.029912625363772	0.318265395943576	-1.80938247718032e-13	0.999999999999791
"3342"	387	28	8	0.567188659402779	0.110134271454798	1	2	0.00263630464697678	-1.19526925457514	0.259025902590259	10	0.0740740740740741	2	0.0785337592643141	1	0.000664451827242525	-0.585	0.093	0.259082149703819	4	0.861760580350168	0.88	0.72	1.40282543052151	1.11583696231708	1.31061717034697e-14	1.00000000000007	-4.93037392566707	-2.26537625935061	62	5964	0.00480160756735939	2.81817948379559	0.0012001200120012	5963	0.166666666666667	0	0.0007250808676057	40	0.00053475935828877	0.4037	-0.9741	0.847800652187157	1	0.675351426535602	0.18	0.42	0.053689327576001	0.215302993925577	1.87845872190451e-13	1.00000000000023
"3343"	28	29	8	0.151276001770325	-0.160336753789749	1	1	0.00763812799096768	-1.04867828720747	0.408140814081408	9	0.0416666666666667	6	0.101887237453273	4	0.000462107208872458	-0.4397	0.1436	0.241240790748859	5	1.12430094105463	0.82	0.72	1.52362641756751	1.11567457334822	2.65771737950615e-14	1.00000000000002	-6.63321647042662	-3.30325462336804	3	9971	0.00254296774854879	5.37104064962233	0.0009000900090009	9970	0.333333333333333	0	0.00015472360502446	5	0.0292682926829268	0.0206	-0.9997	0.63972967309791	1	0	0.42	0.34	0.424912678244351	0.420556033655037	2.42497417979326e-14	0.999999999999516
"3344"	68	29	8	0.2465536284016	-0.114686327624009	1	2	0.00380955828459638	-1.11235212448933	0.414041404140414	10	0.0416666666666667	2	0.097496928332177	1	0.000446428571428571	-0.4766	0.1316	0.232340769848796	5	1.13061203074237	0.88	0.8	1.53436428308271	1.12210889487358	-1.34847577548669e-14	1.00000000000009	-6.77365618304563	-3.31663161577035	3	8592	0.00102121327668587	8.18875518096132	0.0013001300130013	8591	0.0833333333333333	0	0.000894291842391628	2	0.00132978723404255	0.2476	-0.9331	0.601258038500012	1	0	0.72	0.42	0.465563169123323	0.588837342562131	-1.28328664361632e-13	0.999999999999658
"3345"	108	29	8	0.2530628584172	-0.105384531592796	1	1	0.00360651844981035	-1.10509509183114	0.393939393939394	14	0.0740740740740741	6	0.089563949465327	4	0.000392003136025088	-0.486	0.1567	0.24225906415876	5	1.10381422319552	0.84	0.72	1.4929468018098	1.12049767923734	-1.99904426345654e-14	0.999999999999943	-5.17791327896926	-2.53690177595655	7	7040	0.00413536615058115	1.9391385488684	0.0011001100110011	7039	0.111111111111111	0	0.00195278781169672	2	0.00101936799184506	0.2961	-0.9917	0.784887985459826	1	0	0.56	0.44	0.130388366970288	0.320720798528927	-9.85713261014709e-14	0.999999999999899
"3346"	148	29	8	0.232169845112655	-0.123861068605892	1	2	0.00323302238574948	-1.12142275135111	0.41984198419842	10	0.333333333333333	3	0.102520704912623	1	0.000408329930583912	-0.4301	0.15075	0.23180156201025	5	1.14035524851328	0.78	0.78	1.51250505685534	1.12997610736289	-2.34037345059335e-14	1.0000000000001	-5.05042437567705	-2.44965839127218	17	8780	0.0166136298489557	0.993035240298628	0.0011001100110011	8779	0.0833333333333333	1192	0.00642150174380379	20	0.00192864030858245	0.1223	-0.9973	0.827097396924303	1	0	0.32	0.82	0.0790000105761157	0.310236657030587	-2.40319097954966e-14	1.00000000000024
"3347"	188	29	8	0.173117229141005	-0.145901847083921	1	2	0.00445732053547621	-1.10748410914137	0.402240224022402	10	0.0666666666666667	4	0.10398520914431	1	0.000530222693531283	-0.4576	0.1384	0.232160827241033	4	1.11697986581293	0.84	0.82	1.517106999219	1.12527762724618	1.52160280902924e-15	0.999999999999999	-4.90367576065726	-2.40623318962581	4	9200	0.00162644504573327	3.30872451262248	0.0013001300130013	9199	0.106666666666667	0	0.000124947317510533	3	0.002389486260454	0.1585	-0.9903	0.789218800376489	1	0	0.56	0.4	0.177174781000803	0.418642956541865	-8.54745080269836e-14	0.999999999999938
"3348"	228	29	8	0.272790766061084	-0.0976911705010477	1	2	0.00418104505412507	-1.13679039728296	0.400840084008401	12	0.145833333333333	2	0.100793268023403	1	0.000423190859077444	-0.4384	0.1359	0.235877400895645	4	1.11516987272028	0.84	0.74	1.48911184984008	1.12327535114934	-8.41424707687111e-15	0.999999999999833	-9.42977218191965	-4.69376982738876	1	6143	0	27.7669606431585	0.0008000800080008	6142	0.166666666666667	0	0.00145460381827391	4	0.00129668049792531	0.3858	-0.9631	0.321375339890173	1	0.667729525487373	0.68	0.22	1.03198557505013	0.4318070719883	2.30273161649919e-15	1.0000000000003
"3349"	268	29	8	0.200308362341701	-0.131686070348188	1	2	0.00481694192008296	-1.07762204513053	0.396239623962396	9	0.0833333333333333	6	0.0964996538012556	1	0.000409332787556283	-0.431	0.1412	0.228500560164357	4	1.10961638945348	0.84	0.78	1.5010002009462	1.12958258168149	-1.40951472715756e-14	0.999999999999864	-3.12848637679135	-1.50912902031015	9	8916	0.00992088901073084	0.102679360502538	0.0014001400140014	8915	0.333333333333333	0	0.029866790112791	14	0.00818926296633303	0.10965	-0.993	0.951014871966899	1	0	0.26	0.12	0.106611664758059	0.213456323412277	-7.98909355337329e-14	0.999999999999452
"3350"	308	29	8	0.20813739367405	-0.133899550493036	1	2	0.0063898418794402	-1.12586789610387	0.406040604060406	10	0.0833333333333333	2	0.0999154753019501	1	0.000487567040468064	-0.4404	0.1468	0.2439388851458	5	1.11882081259407	0.88	0.82	1.50061670574923	1.11453082229145	2.69161359867098e-15	0.999999999999974	-8.71320709035682	-4.32893881595609	2	9462	0.00102121327668587	14.9229110419457	0.0016001600160016	9461	0.333333333333333	0	0.000637818880722994	5	0.029520295202952	0.0543	-0.9987	0.48947113594682	1	0	0.12	0.64	0.650024358866583	0.38088324095608	-4.47903422684526e-14	1.00000000000057
"3351"	348	29	8	0.368934362166752	-0.0483074215368376	1	2	0.00362076745850471	-1.097073171952	0.399439943994399	12	0.0833333333333333	4	0.0805474089686945	1	0.000426257459505541	-0.448	0.1482	0.233657504837294	4	1.11131753683731	0.84	0.74	1.51327204724928	1.12475405283456	-1.30329524949957e-14	1.00000000000012	-9.14067269493884	-4.55189255686916	2	9051	0	21.7828722806069	0.0006000600060006	9050	0.333333333333333	0	0.00127389354572158	1	0.00210748155953635	0.095	-0.986	0.385863939639184	1	0	0.24	0.2	0.918087501549617	0.400286807869312	-2.16156315069327e-14	0.999999999999653
"3352"	388	29	8	0.178022072968467	-0.145213440200478	1	2	0.00633320657402007	-1.12847815922903	0.398939893989399	8	0.0833333333333333	2	0.102860306406656	1	0.000429184549356223	-0.4347	0.1498	0.240842137818711	5	1.11350011844553	0.84	0.72	1.51097107606746	1.119807270756	-3.12572190352967e-15	0.99999999999995	-6.78993818169543	-3.34112016917354	14	9243	0.0100115261818205	14.8686718736332	0.0008000800080008	9242	0.333333333333333	668	0.00128089931429744	12	0.00396301188903567	0.0758000000000001	-0.9975	0.694783935800565	1	0	0.36	0.18	0.10431069357623	0.205989298319556	-1.12601061807993e-13	0.999999999999898
"3353"	29	30	8	-0.051444766570508	-0.330153621161768	1	1	0.00739984384240764	-1.06718634909657	0.568556855685569	12	0.0466912744546449	8	0.0987952031966467	1	1	-0.3552	0.177	0.20120332220955	5	1.68797773500276	0.8	0.76	1.67434002997729	1.13258515928843	6.98303637136632e-15	1.00000000000006	-4.30917546396283	-2.06608588134504	142	9422	0.0173624622583408	3.26921410976272	0.0005000500050005	9421	0.333333333333333	0	0.000715661955669424	40	0.00173010380622837	0.0579000000000001	-0.9971	0.875797280335699	1	0	0.32	0.78	0.0145728174849146	0.147207509245748	-1.61546609422913e-14	1.00000000000038
"3354"	69	30	8	-0.000762941478162471	-0.303839534074827	1	1	0.00536901471789697	-1.1341208660372	0.568056805680568	10	0.0470168529004116	5	0.0939711983245374	1	1	-0.3443	0.1629	0.19587068122985	5	1.66896340582786	0.82	0.74	1.6728060491894	1.13555674720198	-3.83522102964662e-15	1.00000000000008	-4.31741409061403	-2.11724110753687	25	9643	0.0239413063662202	0.696597425542872	0.001000100010001	9642	0.333333333333333	297	0.00610901147163069	25	0.0112044817927171	0.0358000000000001	-0.996	0.857870101887345	1	0	0.54	0.42	0.0544563179699439	0.246363899751307	6.52691511948689e-15	1.00000000000053
"3355"	109	30	8	-0.061114978199049	-0.341272174125398	1	1	0.00600276121247603	-1.13550519712803	0.586258625862586	12	0.0425186799774754	6	0.097618189224857	1	1	-0.3491	0.1709	0.189376153078943	5	1.71116733272245	0.82	0.72	1.70041770337135	1.13775425768631	-3.78016506985546e-15	0.999999999999856	-2.64620287698651	-1.27654744255447	27	9582	0.0240382347354478	0.0664216744540961	0.0015001500150015	9581	0.106666666666667	0	0.0331126740818097	14	0.00562429696287964	0.0419	-0.9966	0.956706046404295	1	0.693766023229814	0.5	0.44	0.0395000052880579	0.139959771669303	-1.98204536117075e-14	0.999999999999885
"3356"	149	30	8	-0.0249984234911852	-0.315630377510533	1	1	0.00610122046440803	-1.10014034231521	0.574857485748575	9	0.0454859067264862	5	0.0956194285828992	1	1	-0.368	0.1643	0.189643482264534	4	1.6784802687985	0.86	0.76	1.7023351793562	1.13668024687569	-2.01563543633654e-14	0.999999999999967	-9.1220997877753	-4.51674878848728	1	8304	0	46.196415839901	0.0013001300130013	8303	0.111111111111111	0	0.00156185312015138	3	0.00588668138337013	0.2518	-0.9738	0.407128850146174	1	0.692797525067245	0.24	0.12	0.976378771489275	0.301823519247675	3.35610150781207e-15	0.999999999999594
"3357"	189	30	8	-0.0559880147461832	-0.341759590628482	1	1	0.00635156263370689	-1.07660984812349	0.594259425942594	9	0.0405205236995347	9	0.0998536018251894	1	1	-0.3652	0.1683	0.188738362264384	4	1.74121130025266	0.82	0.72	1.72035945361386	1.13806899970119	-1.99611438489455e-14	0.999999999999951	-4.81789220197644	-2.38872759383749	9	9952	0.0130106755711423	2.15592346405871	0.0009000900090009	9951	0.333333333333333	0	0.000751809069461872	3	0.0833333333333333	0.0048999999999999	-0.9996	0.780081759517332	1	0	0.44	0.34	0.140359242091545	0.412087171442105	6.00459126864905e-15	1.00000000000024
"3358"	229	30	8	0.0347930496575987	-0.291535873964842	1	1	0.00368335714104447	-1.06478735792595	0.578157815781578	9	0.0437986993018734	5	0.0886129370566341	1	1	-0.3336	0.18515	0.198284512238914	4	1.70952895024919	0.8	0.76	1.70578663612895	1.12842365001624	3.63635788147576e-15	1.00000000000001	-2.52423887421939	-1.23629906851865	12	9922	0.0102331871746684	0.322533027374056	0.0007000700070007	9921	0.333333333333333	0	0.00282077894978155	13	0.0512820512820513	0.00790000000000002	-0.9984	0.954505623122833	1	0	0.38	0.32	0.0908883616822302	0.238549076184162	-7.85926879132148e-15	1.00000000000007
"3359"	269	30	8	-0.0465982617499295	-0.33071515626845	1	1	0.00601883500833592	-1.08310089194234	0.580958095809581	11	0.0433901442616176	5	0.0984017984373277	1	1	-0.3494	0.1664	0.193584791056553	5	1.70902262941924	0.86	0.78	1.7023351793562	1.13430578456238	-5.25035570575483e-15	0.999999999999844	-5.7979700699402	-2.85778784863076	3	9233	0.000882556109140375	3.81888237311743	0.0013001300130013	9232	0.333333333333333	0	0.000124132657684414	2	0.00391134289439374	0.0768	-0.9954	0.671976854114689	1	0	0.42	0.5	0.264228190713319	0.456287409977631	-1.45484596592027e-14	0.99999999999964
"3360"	309	30	8	-0.0456300172823628	-0.327326368450681	1	1	0.00697896846372052	-1.08455449897725	0.576357635763576	10	0.0444676797579414	6	0.0963411716441462	1	1	-0.3686	0.1776	0.183482945231771	5	1.69405208044367	0.8	0.72	1.69888372258346	1.1403851813646	4.99595920189222e-15	1.00000000000009	-5.30286931948648	-2.62726342816488	5	9387	0.00413536615058115	1.50195350053268	0.0012001200120012	9386	0.111111111111111	0	0.00310682365471327	2	0.00111069974083673	0.2315	-0.9985	0.804023157634244	1	0.688511210417736	0.22	0.12	0.243519450076862	0.388444734789104	-8.02118094167525e-16	1.0000000000004
"3361"	349	30	8	-0.0250576497890841	-0.318756252068628	1	1	0.00693767090504765	-1.14089525400764	0.574257425742574	9	0.0463285819197648	7	0.0965730592655443	1	1	-0.3849	0.17885	0.204631589156246	5	1.6795609056654	0.86	0.76	1.6808594483258	1.12516908041648	-1.00781605283373e-15	1.00000000000006	-8.07301061484627	-4.00605596153334	4	9716	0.00171276693184603	17.6505441595677	0.0009000900090009	9715	0.333333333333333	0	0.00110568639762404	1	0.00589101620029455	0.0285	-0.9952	0.578958954854351	1	0	0.7	0.62	0.425679668638293	0.28573943358416	-6.10889117069746e-15	0.999999999999743
